"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.8394160583941606","0.009339316239528425","0.5436507936507936","0.2","28","3","false","""LKT__g__Ruminococcus""","22.307692307692307","0","28","2","0.9825121654501215","false","0","""LKT__g__Ruminococcus""","1458","0.1687062937062937"
"1.948905109489051","0.005093353755828619","0.5131086142322098","0.10294117647058823","17","3","false","""LKT__s__Clostridium_leptum""","19.941176470588236","0","17","0","0.9802311435523113","false","0","""LKT__s__Clostridium_leptum""","774","0.1602104256336681"
"2.1313868613138687","0.0012880365039505417","0.4691780821917808","0.2909090909090909","12","3","false","""LKT__g__Alistipes""","23.181818181818183","0","12","1","0.9764294403892944","false","0","""LKT__g__Alistipes""","188","0.21464646464646464"
"2.0364963503649633","0.001129258689924725","0.4910394265232975","0.21212121212121213","12","3","false","""LKT__s__Eubacterium_ventriosum""","25.583333333333332","0","12","0","0.9784063260340633","false","0","""LKT__s__Eubacterium_ventriosum""","218","0.21428571428571427"
"2.0291970802919708","0.0016477157746009352","0.49280575539568344","0.19696969696969696","13","3","false","""LKT__s__Agathobaculum_desmolans""","24.416666666666668","0","13","1","0.9785583941605839","false","0","""LKT__s__Agathobaculum_desmolans""","250","0.20277777777777778"
"1.8613138686131387","0.00941139785477171","0.5372549019607843","0.14492753623188406","26","3","false","""LKT__s__Clostridiaceae_bacterium""","21.625","0","26","2","0.9820559610705596","false","0","""LKT__s__Clostridiaceae_bacterium""","1358","0.16475826972010177"
"2.0437956204379564","0.002410667093986383","0.48928571428571427","0.19230769230769232","15","3","false","""LKT__s__Frisingicoccus_caecimuris""","23.53846153846154","0","15","2","0.9782542579075426","false","0","""LKT__s__Frisingicoccus_caecimuris""","412","0.20052596975673898"
"2.1313868613138687","5.888004226373767E-4","0.4691780821917808","0.17857142857142858","9","3","false","""LKT__s__Enterococcus_faecium""","26.625","0","9","1","0.9764294403892944","false","0","""LKT__s__Enterococcus_faecium""","136","0.24197247706422018"
"2.2116788321167884","0.0013657038002965383","0.4521452145214521","0.2222222222222222","11","3","false","""LKT__g__Veillonella""","20.7","0","11","1","0.9747566909975669","false","0","""LKT__g__Veillonella""","176","0.21354166666666666"
"2.051094890510949","0.0018356977460196914","0.4875444839857651","0.28205128205128205","17","3","false","""LKT__s__Bacteroides_cellulosilyticus""","24.615384615384617","0","17","4","0.9781021897810219","false","0","""LKT__s__Bacteroides_cellulosilyticus""","292","0.21270903010033446"
"1.8832116788321167","0.007817853142660324","0.5310077519379846","0.24","29","3","false","""LKT__s__Blautia_hansenii""","22.12","0","29","4","0.9815997566909975","false","0","""LKT__s__Blautia_hansenii""","1204","0.1728125"
"1.832116788321168","0.00808072638587249","0.545816733067729","0.20333333333333334","25","3","false","""LKT__s__Enterocloster_clostridioformis""","23.36","0","25","0","0.9826642335766423","false","0","""LKT__s__Enterocloster_clostridioformis""","1312","0.17303703703703704"
"1.8832116788321167","0.0066248931315025","0.5310077519379846","0.20952380952380953","25","3","false","""LKT__s__Odoribacter_splanchnicus""","22.571428571428573","0","25","4","0.9815997566909975","false","0","""LKT__s__Odoribacter_splanchnicus""","1034","0.170995670995671"
"1.9854014598540146","0.004372881158339171","0.5036764705882353","0.17647058823529413","19","3","false","""LKT__s__Roseburia_faecis""","22.444444444444443","0","19","1","0.979470802919708","false","0","""LKT__s__Roseburia_faecis""","678","0.1865740740740741"
"2.102189781021898","0.002499732637822941","0.4756944444444444","0.14102564102564102","16","3","false","""LKT__p__Proteobacteria""","20.846153846153847","0","16","3","0.9770377128953771","false","0","""LKT__p__Proteobacteria""","362","0.1915954415954416"
"1.9927007299270072","0.0017623493866885831","0.5018315018315018","0.25757575757575757","13","3","false","""LKT__s__Harryflintia_acetispora""","24.0","0","13","1","0.9793187347931873","false","0","""LKT__s__Harryflintia_acetispora""","354","0.19133333333333333"
"1.7956204379562044","0.011541622200674251","0.556910569105691","0.1793103448275862","35","3","false","""LKT__s__Blautia_massiliensis""","23.033333333333335","0","35","5","0.9834245742092458","false","0","""LKT__s__Blautia_massiliensis""","1904","0.17164179104477612"
"2.0583941605839415","0.0019392618142711373","0.48581560283687947","0.12727272727272726","12","3","false","""LKT__s__Butyrivibrio_Unclassified""","23.181818181818183","0","12","1","0.9779501216545011","false","0","""LKT__s__Butyrivibrio_Unclassified""","292","0.2011263073209976"
"1.9416058394160585","0.003684517239154089","0.5150375939849624","0.22794117647058823","18","3","false","""LKT__s__Bacteroides_finegoldii""","23.764705882352942","0","18","1","0.9803832116788321","false","0","""LKT__s__Bacteroides_finegoldii""","632","0.18666049096804077"
"2.0291970802919708","0.0027232915142070178","0.49280575539568344","0.1794871794871795","13","3","false","""LKT__s__Intestinimonas_butyriciproducens""","20.384615384615383","0","13","0","0.9785583941605839","false","0","""LKT__s__Intestinimonas_butyriciproducens""","406","0.17065287653522948"
"2.021897810218978","0.0030900958698669677","0.49458483754512633","0.24166666666666667","18","3","false","""LKT__s__Enterocloster_lavalensis""","22.6875","0","18","2","0.9787104622871046","false","0","""LKT__s__Enterocloster_lavalensis""","548","0.19337606837606838"
"2.124087591240876","0.001197480339413026","0.4707903780068728","0.2222222222222222","12","3","false","""LKT__s__Streptococcus_Unclassified""","24.6","0","12","2","0.976581508515815","false","0","""LKT__s__Streptococcus_Unclassified""","210","0.22477064220183487"
"1.948905109489051","0.006467163456314009","0.5131086142322098","0.14619883040935672","20","3","false","""LKT__s__Fusicatenibacter_saccharivorans""","21.105263157894736","0","20","1","0.9802311435523113","false","0","""LKT__s__Fusicatenibacter_saccharivorans""","908","0.17073170731707318"
"2.0072992700729926","0.004579047837149106","0.4981818181818182","0.15","18","3","false","""LKT__s__Coprococcus_Unclassified""","20.4375","0","18","2","0.979014598540146","false","0","""LKT__s__Coprococcus_Unclassified""","660","0.17307692307692307"
