"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.897810218978102","0.004700439579849949","0.5269230769230769","0.1871345029239766","21","3","false","""LKT__s__Ruminococcus_lactaris""","25.05263157894737","0","21","2","0.9812956204379563","false","0","""LKT__s__Ruminococcus_lactaris""","842","0.189792663476874"
"1.8686131386861313","0.005636249495919833","0.53515625","0.23376623376623376","24","3","false","""LKT__s__Anaerotruncus_colihominis""","25.40909090909091","0","24","2","0.981903892944039","false","0","""LKT__s__Anaerotruncus_colihominis""","1008","0.1910457963089542"
"1.905109489051095","0.004083522027526906","0.524904214559387","0.26842105263157895","22","3","false","""LKT__s__Clostridium_scindens""","26.2","0","22","2","0.9811435523114356","false","0","""LKT__s__Clostridium_scindens""","628","0.20153846153846153"
"2.0364963503649633","0.001420799939204311","0.4910394265232975","0.22727272727272727","13","3","false","""LKT__f__Erysipelotrichaceae""","27.333333333333332","0","13","1","0.9784063260340633","false","0","""LKT__f__Erysipelotrichaceae""","310","0.22899159663865545"
"1.9708029197080292","0.0030118010732497163","0.5074074074074074","0.25833333333333336","17","3","false","""LKT__s__Tyzzerella_nexilis""","24.0625","0","17","1","0.9797749391727494","false","0","""LKT__s__Tyzzerella_nexilis""","504","0.1925"
"1.9635036496350364","0.004452562231986038","0.5092936802973977","0.23976608187134502","21","3","false","""LKT__s__Anaerotruncus_massiliensis""","23.263157894736842","0","21","2","0.9799270072992701","false","0","""LKT__s__Anaerotruncus_massiliensis""","730","0.1891313649978605"
"1.8394160583941606","0.008812963350087095","0.5436507936507936","0.19333333333333333","28","3","false","""LKT__s__Intestinimonas_timonensis""","23.08","0","28","3","0.9825121654501215","false","0","""LKT__s__Intestinimonas_timonensis""","1324","0.1732330827067669"
"2.051094890510949","0.002100607783679521","0.4875444839857651","0.23076923076923078","13","3","false","""LKT__s__Butyricicoccus_pullicaecorum""","24.076923076923077","0","13","0","0.9781021897810219","false","0","""LKT__s__Butyricicoccus_pullicaecorum""","356","0.20689655172413793"
"1.9927007299270072","0.0010743397642095955","0.5018315018315018","0.21818181818181817","11","3","false","""LKT__s__Phocea_massiliensis""","27.181818181818183","0","11","0","0.9793187347931873","false","0","""LKT__s__Phocea_massiliensis""","216","0.215007215007215"
"1.8613138686131387","0.006757864879923635","0.5372549019607843","0.21739130434782608","25","3","false","""LKT__s__Enterocloster_aldensis""","25.08695652173913","0","25","2","0.9820559610705596","false","0","""LKT__s__Enterocloster_aldensis""","1320","0.19083969465648856"
"1.7518248175182483","0.01963673597550383","0.5708333333333333","0.18412698412698414","38","3","false","""LKT__g__Bacteroides""","23.27777777777778","0","38","2","0.9843369829683698","false","0","""LKT__g__Bacteroides""","3204","0.17242798353909464"
"1.6496350364963503","0.03725918839029529","0.6061946902654868","0.1595744680851064","52","2","false","""LKT__Unclassified""","22.520833333333332","0","52","4","0.9864659367396594","false","0","""LKT__Unclassified""","5198","0.16438564476885645"
"1.7445255474452555","0.018467096457635723","0.5732217573221757","0.1899159663865546","39","2","false","""LKT__o__Clostridiales""","24.057142857142857","0","39","4","0.9844890510948905","false","0","""LKT__o__Clostridiales""","3008","0.17559958289885297"
"1.802919708029197","0.014169901995375003","0.5546558704453441","0.17195767195767195","31","3","false","""LKT__s__Parabacteroides_distasonis""","22.535714285714285","0","31","3","0.9832725060827251","false","0","""LKT__s__Parabacteroides_distasonis""","2326","0.16666666666666666"
"1.9927007299270072","0.0027686335118571235","0.5018315018315018","0.2087912087912088","16","3","false","""LKT__s__Escherichia_coli""","25.857142857142858","0","16","2","0.9793187347931873","false","0","""LKT__s__Escherichia_coli""","554","0.20963995354239257"
"1.7737226277372262","0.018126431969866855","0.5637860082304527","0.18181818181818182","35","3","false","""LKT__s__Clostridiales_bacterium""","22.852941176470587","0","35","1","0.9838807785888077","false","0","""LKT__s__Clostridiales_bacterium""","2978","0.1705443371378402"
"1.7591240875912408","0.016481766612538095","0.5684647302904564","0.17992424242424243","34","2","false","""LKT__o__Bacteroidales""","23.12121212121212","0","34","1","0.9841849148418492","false","0","""LKT__o__Bacteroidales""","2514","0.1697860962566845"
"1.802919708029197","0.015900822905811792","0.5546558704453441","0.14022988505747128","31","3","false","""LKT__s__Cyclospora_cayetanensis""","21.466666666666665","0","31","1","0.9832725060827251","false","0","""LKT__s__Cyclospora_cayetanensis""","2272","0.16019900497512438"
"1.854014598540146","0.008272780076441324","0.5393700787401575","0.2523076923076923","30","3","false","""LKT__s__Gemmiger_formicilis""","23.153846153846153","0","30","4","0.9822080291970803","false","0","""LKT__s__Gemmiger_formicilis""","1268","0.17674691720493246"
"1.8613138686131387","0.005230426952791972","0.5372549019607843","0.2572463768115942","29","3","false","""LKT__s__Anaerobutyricum_hallii""","25.166666666666668","0","29","5","0.9820559610705596","false","0","""LKT__s__Anaerobutyricum_hallii""","966","0.19065656565656566"
"1.8905109489051095","0.006346083867562733","0.5289575289575289","0.18571428571428572","23","3","false","""LKT__s__Ruminococcus_flavefaciens""","23.047619047619047","0","23","2","0.9814476885644768","false","0","""LKT__s__Ruminococcus_flavefaciens""","1062","0.17593602326426755"
"1.927007299270073","0.004381761634950142","0.5189393939393939","0.24183006535947713","18","3","false","""LKT__s__Eubacterium_siraeum""","23.38888888888889","0","18","0","0.9806873479318735","false","0","""LKT__s__Eubacterium_siraeum""","702","0.18130921619293713"
"1.781021897810219","0.014350310650847145","0.5614754098360656","0.2","34","3","false","""LKT__s__Eubacteriaceae_bacterium""","23.193548387096776","0","34","3","0.983728710462287","false","0","""LKT__s__Eubacteriaceae_bacterium""","2164","0.17054079696394686"
"1.7664233576642336","0.01387357288919288","0.5661157024793388","0.19959677419354838","34","2","false","""LKT__g__Parabacteroides""","23.5625","0","34","2","0.9840328467153285","false","0","""LKT__g__Parabacteroides""","2228","0.17302389705882354"
"1.9343065693430657","0.0028535842344308907","0.5169811320754717","0.3216374269005848","21","3","false","""LKT__s__Sellimonas_intestinalis""","25.157894736842106","0","21","2","0.9805352798053528","false","0","""LKT__s__Sellimonas_intestinalis""","528","0.19809365934521342"
"1.8686131386861313","0.003603000927125612","0.53515625","0.2631578947368421","23","3","false","""LKT__s__Eubacterium_ramulus""","27.05","0","23","3","0.981903892944039","false","0","""LKT__s__Eubacterium_ramulus""","748","0.20037037037037037"
"1.854014598540146","0.005792834330763508","0.5393700787401575","0.23809523809523808","23","3","false","""LKT__f__Enterobacteriaceae""","25.727272727272727","0","23","1","0.9822080291970803","false","0","""LKT__f__Enterobacteriaceae""","1012","0.19057239057239056"
"1.9124087591240877","0.0037514859681723398","0.5229007633587786","0.28421052631578947","21","3","false","""LKT__f__Rikenellaceae""","26.0","0","21","1","0.9809914841849148","false","0","""LKT__f__Rikenellaceae""","772","0.20155038759689922"
"1.8759124087591241","0.005136535888868059","0.5330739299610895","0.21904761904761905","22","3","false","""LKT__s__Hungatella_hathewayi""","25.0","0","22","1","0.9817518248175182","false","0","""LKT__s__Hungatella_hathewayi""","986","0.18903318903318903"
"1.854014598540146","0.0059352443935891015","0.5393700787401575","0.19913419913419914","23","3","false","""LKT__g__Streptococcus""","24.636363636363637","0","23","1","0.9822080291970803","false","0","""LKT__g__Streptococcus""","1024","0.18249158249158248"
"1.9854014598540146","0.0036142540619168795","0.5036764705882353","0.24836601307189543","21","3","false","""LKT__s__Coprococcus_catus""","23.666666666666668","0","21","3","0.979470802919708","false","0","""LKT__s__Coprococcus_catus""","566","0.19794584500466852"
"1.9124087591240877","0.004266115543432031","0.5229007633587786","0.30952380952380953","22","3","false","""LKT__s__Clostridium_innocuum""","24.0","0","22","1","0.9809914841849148","false","0","""LKT__s__Clostridium_innocuum""","764","0.18860142482189726"
"1.9781021897810218","0.001647210261844518","0.5055350553505535","0.24175824175824176","15","3","false","""LKT__s__Erysipelotrichaceae_bacterium""","26.142857142857142","0","15","1","0.9796228710462288","false","0","""LKT__s__Erysipelotrichaceae_bacterium""","348","0.20748299319727892"
"2.0437956204379564","0.001050758746334521","0.48928571428571427","0.25757575757575757","13","3","false","""LKT__g__Prevotella""","27.75","0","13","1","0.9782542579075426","false","0","""LKT__g__Prevotella""","178","0.23319327731092437"
"2.0072992700729926","0.003780460276969384","0.4981818181818182","0.17142857142857143","18","3","false","""LKT__s__Intestinimonas_massiliensis""","20.4","0","18","3","0.979014598540146","false","0","""LKT__s__Intestinimonas_massiliensis""","660","0.16944444444444445"
"1.9416058394160585","0.0032540203439483614","0.5150375939849624","0.20833333333333334","18","3","false","""LKT__g__Roseburia""","24.4375","0","18","2","0.9803832116788321","false","0","""LKT__g__Roseburia""","536","0.18943798449612403"
"1.9854014598540146","0.002418359306320794","0.5036764705882353","0.15384615384615385","14","3","false","""LKT__f__Oscillospiraceae""","23.857142857142858","0","14","0","0.979470802919708","false","0","""LKT__f__Oscillospiraceae""","452","0.19279907084785133"
"2.0","0.0029249122116264507","0.5","0.14102564102564102","13","3","false","""LKT__s__Anaerofustis_stercorihominis""","24.53846153846154","0","13","0","0.9791666666666666","false","0","""LKT__s__Anaerofustis_stercorihominis""","472","0.19987389659520807"
"1.9927007299270072","0.0018650606247967113","0.5018315018315018","0.2564102564102564","13","3","false","""LKT__s__Marvinbryantia_formatexigens""","26.846153846153847","0","13","0","0.9793187347931873","false","0","""LKT__s__Marvinbryantia_formatexigens""","382","0.21588089330024815"
"1.8613138686131387","0.006891577611748432","0.5372549019607843","0.2134387351778656","25","3","false","""LKT__s__Bacteroides_stercoris""","25.043478260869566","0","25","2","0.9820559610705596","false","0","""LKT__s__Bacteroides_stercoris""","1184","0.1893939393939394"
"1.7956204379562044","0.013349100841843478","0.556910569105691","0.1839080459770115","34","3","false","""LKT__s__Ruminococcaceae_bacterium""","23.833333333333332","0","34","4","0.9834245742092458","false","0","""LKT__s__Ruminococcaceae_bacterium""","2258","0.1765432098765432"
"1.781021897810219","0.01401762138835621","0.5614754098360656","0.14482758620689656","33","2","false","""LKT__k__Bacteria""","22.833333333333332","0","33","3","0.983728710462287","false","0","""LKT__k__Bacteria""","2380","0.16666666666666666"
"1.9197080291970803","0.0035579006726497377","0.5209125475285171","0.29239766081871343","22","3","false","""LKT__s__Parabacteroides_Unclassified""","24.57894736842105","0","22","3","0.9808394160583941","false","0","""LKT__s__Parabacteroides_Unclassified""","718","0.1905344757241942"
"1.8905109489051095","0.003503364375298353","0.5289575289575289","0.21052631578947367","20","3","false","""LKT__s__Subdoligranulum_Unclassified""","25.894736842105264","0","20","1","0.9814476885644768","false","0","""LKT__s__Subdoligranulum_Unclassified""","676","0.19469726948951327"
"1.9197080291970803","0.0035284829873558437","0.5209125475285171","0.2222222222222222","19","3","false","""LKT__s__Clostridium_phoceensis""","26.27777777777778","0","19","1","0.9808394160583941","false","0","""LKT__s__Clostridium_phoceensis""","610","0.20213675213675214"
"2.0875912408759123","0.002912263278615492","0.47902097902097907","0.1282051282051282","13","3","false","""LKT__s__Angelakisella_massiliensis""","20.53846153846154","0","13","0","0.9773418491484186","false","0","""LKT__s__Angelakisella_massiliensis""","504","0.18433818433818433"
"2.072992700729927","0.0031869919552212056","0.48239436619718307","0.11538461538461539","13","3","false","""LKT__c__Actinobacteria""","20.076923076923077","0","13","0","0.9776459854014599","false","0","""LKT__c__Actinobacteria""","490","0.1787941787941788"
"2.0072992700729926","0.0024270596060348717","0.4981818181818182","0.1794871794871795","13","3","false","""LKT__d__Eukaryota""","23.692307692307693","0","13","0","0.979014598540146","false","0","""LKT__d__Eukaryota""","466","0.1935687263556116"
"2.0437956204379564","0.0024417636595132","0.48928571428571427","0.23076923076923078","13","3","false","""LKT__s__Bacillus_Unclassified""","23.23076923076923","0","13","0","0.9782542579075426","false","0","""LKT__s__Bacillus_Unclassified""","410","0.19789612097304404"
"2.145985401459854","8.683966547050548E-4","0.46598639455782315","0.28888888888888886","10","3","false","""LKT__s__Paenibacillus_Unclassified""","25.0","0","10","0","0.9761253041362531","false","0","""LKT__s__Paenibacillus_Unclassified""","202","0.2349056603773585"
"1.8102189781021898","0.00969433727719126","0.5524193548387096","0.18783068783068782","28","3","false","""LKT__s__Bacteroides_caccae""","23.214285714285715","0","28","0","0.9831204379562043","false","0","""LKT__s__Bacteroides_caccae""","1580","0.17297441364605542"
"1.905109489051095","0.004653957095240118","0.524904214559387","0.1695906432748538","20","3","false","""LKT__s__Bacteroides_fragilis""","22.894736842105264","0","20","1","0.9811435523114356","false","0","""LKT__s__Bacteroides_fragilis""","752","0.1766625866993064"
"1.8759124087591241","0.006898638501356524","0.5330739299610895","0.18181818181818182","24","3","false","""LKT__s__Roseburia_intestinalis""","22.727272727272727","0","24","2","0.9817518248175182","false","0","""LKT__s__Roseburia_intestinalis""","982","0.1721763085399449"
"1.897810218978102","0.005686430064043004","0.5269230769230769","0.21904761904761905","27","3","false","""LKT__s__Oscillibacter_Unclassified""","23.0","0","27","6","0.9812956204379563","false","0","""LKT__s__Oscillibacter_Unclassified""","944","0.17692307692307693"
"1.8686131386861313","0.005010302088863008","0.53515625","0.20526315789473684","23","3","false","""LKT__s__Lachnospira_eligens""","25.4","0","23","3","0.981903892944039","false","0","""LKT__s__Lachnospira_eligens""","904","0.18814814814814815"
"1.832116788321168","0.00893784053085348","0.545816733067729","0.16","26","3","false","""LKT__s__Butyricicoccus_Unclassified""","23.73076923076923","0","26","0","0.9826642335766423","false","0","""LKT__s__Butyricicoccus_Unclassified""","1442","0.17709529276693456"
"2.0","0.002193976660943487","0.5","0.1794871794871795","13","3","false","""LKT__g__Clostridium""","24.615384615384617","0","13","0","0.9791666666666666","false","0","""LKT__g__Clostridium""","418","0.2005044136191677"
"1.9562043795620438","0.004223217969024974","0.5111940298507462","0.20588235294117646","20","3","false","""LKT__s__Dorea_Unclassified""","23.41176470588235","0","20","3","0.9800790754257908","false","0","""LKT__s__Dorea_Unclassified""","680","0.1858076563958917"
"2.0948905109489053","4.3957824637601327E-4","0.4773519163763066","0.25","8","3","false","""LKT__s__Eubacterium_Unclassified""","28.75","0","8","0","0.9771897810218978","false","0","""LKT__s__Eubacterium_Unclassified""","96","0.25"
"2.167883211678832","9.02497380587362E-4","0.4612794612794613","0.3055555555555556","10","3","false","""LKT__s__Dysosmobacter_welbionis""","25.11111111111111","0","10","1","0.9756690997566909","false","0","""LKT__s__Dysosmobacter_welbionis""","182","0.23915343915343915"
"1.9708029197080292","0.0025742340676823006","0.5074074074074074","0.19047619047619047","16","3","false","""LKT__s__Enterocloster_asparagiformis""","25.2","0","16","1","0.9797749391727494","false","0","""LKT__s__Enterocloster_asparagiformis""","468","0.20106666666666667"
"2.0291970802919708","0.0032857251704179785","0.49280575539568344","0.16483516483516483","14","3","false","""LKT__s__Cuneatibacter_caecimuris""","21.357142857142858","0","14","0","0.9785583941605839","false","0","""LKT__s__Cuneatibacter_caecimuris""","496","0.18038740920096852"
"1.7737226277372262","0.016541276161907467","0.5637860082304527","0.17992424242424243","34","3","false","""LKT__s__Faecalibacterium_prausnitzii""","22.818181818181817","0","34","1","0.9838807785888077","false","0","""LKT__s__Faecalibacterium_prausnitzii""","2534","0.17005879692446857"
"1.8613138686131387","0.00778102343360634","0.5372549019607843","0.22333333333333333","30","3","false","""LKT__p__Firmicutes""","22.88","0","30","5","0.9820559610705596","false","0","""LKT__p__Firmicutes""","1162","0.17465648854961832"
"1.9562043795620438","0.0030935594664765658","0.5111940298507462","0.24183006535947713","22","3","false","""LKT__s__Eisenbergiella_massiliensis""","24.11111111111111","0","22","4","0.9800790754257908","false","0","""LKT__s__Eisenbergiella_massiliensis""","548","0.1928888888888889"
"1.9343065693430657","0.004496013724802754","0.5169811320754717","0.19298245614035087","20","3","false","""LKT__g__Faecalibacterium""","23.94736842105263","0","20","1","0.9805352798053528","false","0","""LKT__g__Faecalibacterium""","792","0.189640768588137"
"2.0583941605839415","0.0025380183296043767","0.48581560283687947","0.16666666666666666","15","3","false","""LKT__s__Anaerotignum_lactatifermentans""","21.615384615384617","0","15","2","0.9779501216545011","false","0","""LKT__s__Anaerotignum_lactatifermentans""","414","0.18729096989966554"
"1.948905109489051","0.005070447872611494","0.5131086142322098","0.1830065359477124","19","3","false","""LKT__s__Coprococcus_eutactus""","21.666666666666668","0","19","1","0.9802311435523113","false","0","""LKT__s__Coprococcus_eutactus""","806","0.17383512544802868"
"2.0291970802919708","0.0020643658889000723","0.49280575539568344","0.19230769230769232","13","3","false","""LKT__f__Eubacteriaceae""","23.53846153846154","0","13","0","0.9785583941605839","false","0","""LKT__f__Eubacteriaceae""","376","0.1971557853910795"
"1.9343065693430657","0.003469432755517729","0.5169811320754717","0.2679738562091503","18","3","false","""LKT__g__Butyricicoccus""","25.055555555555557","0","18","0","0.9805352798053528","false","0","""LKT__g__Butyricicoccus""","670","0.1957465277777778"
"2.021897810218978","0.0023133479166187704","0.49458483754512633","0.21212121212121213","13","3","false","""LKT__g__Bacillus""","22.416666666666668","0","13","1","0.9787104622871046","false","0","""LKT__g__Bacillus""","354","0.1837431693989071"
"1.7372262773722629","0.01703943017446509","0.5756302521008403","0.2","40","2","false","""LKT__s__Ruminococcus_Unclassified""","23.97222222222222","0","40","4","0.9846411192214112","false","0","""LKT__s__Ruminococcus_Unclassified""","2698","0.17497972424979724"
"1.8248175182481752","0.009540120313003362","0.548","0.20512820512820512","30","3","false","""LKT__s__Eubacterium_rectale""","23.85185185185185","0","30","3","0.982816301703163","false","0","""LKT__s__Eubacterium_rectale""","1656","0.17799889441680486"
"1.7737226277372262","0.013742769614631578","0.5637860082304527","0.17338709677419356","33","3","false","""LKT__s__Blautia_obeum""","23.6875","0","33","1","0.9838807785888077","false","0","""LKT__s__Blautia_obeum""","2240","0.17417279411764705"
"1.7591240875912408","0.016282666359846022","0.5684647302904564","0.20504201680672268","40","3","false","""LKT__s__Blautia_wexlerae""","23.82857142857143","0","40","5","0.9841849148418492","false","0","""LKT__s__Blautia_wexlerae""","2590","0.1765079365079365"
"1.8467153284671534","0.008182527678865363","0.541501976284585","0.20652173913043478","25","3","false","""LKT__s__Dorea_longicatena""","22.75","0","25","1","0.982360097323601","false","0","""LKT__s__Dorea_longicatena""","1360","0.16977611940298507"
"1.8832116788321167","0.0044223340632384206","0.5310077519379846","0.24285714285714285","26","3","false","""LKT__s__Bacteroides_faecis""","25.952380952380953","0","26","5","0.9815997566909975","false","0","""LKT__s__Bacteroides_faecis""","766","0.19660894660894662"
"1.927007299270073","0.004185830774679375","0.5189393939393939","0.19117647058823528","17","3","false","""LKT__s__Roseburia_hominis""","24.352941176470587","0","17","0","0.9806873479318735","false","0","""LKT__s__Roseburia_hominis""","722","0.18733031674208145"
"1.9416058394160585","0.0058721316623325855","0.5150375939849624","0.18128654970760233","20","3","false","""LKT__s__Ruthenibacterium_lactatiformans""","21.05263157894737","0","20","1","0.9803832116788321","false","0","""LKT__s__Ruthenibacterium_lactatiformans""","900","0.1670843776106934"
"1.905109489051095","0.00601746890818172","0.524904214559387","0.24110671936758893","30","3","false","""LKT__s__Blautia_producta""","21.869565217391305","0","30","7","0.9811435523114356","false","0","""LKT__s__Blautia_producta""","1034","0.17220130092434097"
"1.897810218978102","0.003508003230832529","0.5269230769230769","0.2679738562091503","20","3","false","""LKT__s__Pseudoflavonifractor_Unclassified""","25.22222222222222","0","20","2","0.9812956204379563","false","0","""LKT__s__Pseudoflavonifractor_Unclassified""","630","0.189640768588137"
"2.197080291970803","0.0011691000014766053","0.4551495016611296","0.2","12","3","false","""LKT__o__Bacillales""","23.1","0","12","2","0.9750608272506082","false","0","""LKT__o__Bacillales""","142","0.231"
"1.8102189781021898","0.011147693338007728","0.5524193548387096","0.23544973544973544","31","3","false","""LKT__s__Bacteroides_thetaiotaomicron""","23.25","0","31","3","0.9831204379562043","false","0","""LKT__s__Bacteroides_thetaiotaomicron""","1682","0.17222222222222222"
"1.8467153284671534","0.006570218893019022","0.541501976284585","0.2210144927536232","25","3","false","""LKT__s__Roseburia_inulinivorans""","25.833333333333332","0","25","1","0.982360097323601","false","0","""LKT__s__Roseburia_inulinivorans""","1112","0.1927860696517413"
"1.8467153284671534","0.012103707524898259","0.541501976284585","0.18783068783068782","31","3","false","""LKT__s__Enterocloster_bolteae""","22.25","0","31","3","0.982360097323601","false","0","""LKT__s__Enterocloster_bolteae""","1864","0.17115384615384616"
"2.0072992700729926","0.001808021150061986","0.4981818181818182","0.24242424242424243","13","3","false","""LKT__s__Lachnoclostridium_phocaeense""","26.166666666666668","0","13","1","0.979014598540146","false","0","""LKT__s__Lachnoclostridium_phocaeense""","338","0.21205962059620595"
"2.0437956204379564","0.002369772750517322","0.48928571428571427","0.16666666666666666","14","3","false","""LKT__g__Coprococcus""","24.46153846153846","0","14","1","0.9782542579075426","false","0","""LKT__g__Coprococcus""","512","0.20954907161803712"
"1.7956204379562044","0.01074843145887306","0.556910569105691","0.2160919540229885","31","3","false","""LKT__s__Blautia_Unclassified""","24.166666666666668","0","31","1","0.9834245742092458","false","0","""LKT__s__Blautia_Unclassified""","1866","0.17901234567901234"
"1.7883211678832116","0.016002321287569853","0.5591836734693878","0.14022988505747128","33","3","false","""LKT__s__Clostridium_Unclassified""","21.4","0","33","3","0.9835766423357665","false","0","""LKT__s__Clostridium_Unclassified""","2270","0.15735294117647058"
"1.854014598540146","0.0054555150067390245","0.5393700787401575","0.22077922077922077","26","3","false","""LKT__s__Bacteroides_intestinalis""","23.954545454545453","0","26","4","0.9822080291970803","false","0","""LKT__s__Bacteroides_intestinalis""","1040","0.17744107744107745"
"1.9854014598540146","0.00115420067890262","0.5036764705882353","0.21212121212121213","14","3","false","""LKT__s__Roseburia_Unclassified""","28.083333333333332","0","14","2","0.979470802919708","false","0","""LKT__s__Roseburia_Unclassified""","226","0.2222222222222222"
"1.8394160583941606","0.008962684335820939","0.5436507936507936","0.15333333333333332","25","3","false","""LKT__s__Clostridioides_difficile""","22.96","0","25","0","0.9825121654501215","false","0","""LKT__s__Clostridioides_difficile""","1370","0.17134328358208956"
"1.8102189781021898","0.009318789388224625","0.5524193548387096","0.21652421652421652","29","3","false","""LKT__s__Ruminococcus_gnavus""","24.296296296296298","0","29","2","0.9831204379562043","false","0","""LKT__s__Ruminococcus_gnavus""","1580","0.1786492374727669"
